FBID	CHROM	START	END	STRAND
FBgn0264472	3L	7938813	7939422	-
FBgn0041156	3L	7941286	7944663	+
FBgn0010406	3L	7963688	7965549	+
FBgn0027554	3L	7965549	7968091	-
FBgn0035829	3L	7968538	7969254	-
FBgn0035830	3L	7969506	7970949	+
FBgn0035831	3L	7970905	7971750	-
FBgn0011817	3L	7972146	8047247	+
FBgn0052370	3L	8021646	8021718	-
FBgn0026263	3L	8047433	8051813	-
FBgn0052358	3L	8053314	8053396	-
FBgn0052359	3L	8053551	8053633	-
FBgn0052360	3L	8053774	8053856	-
FBgn0262579	3L	8056974	8101997	+
FBgn0052361	3L	8058743	8058825	-
FBgn0052362	3L	8059094	8059176	-
FBgn0052363	3L	8061308	8061390	-
FBgn0260967	3L	8061513	8062367	-
FBgn0260968	3L	8062553	8063060	-
FBgn0264705	3L	8075024	8076300	-
FBgn0035833	3L	8080735	8084886	-
FBgn0028379	3L	8102232	8103143	+
FBgn0027549	3L	8103468	8106506	+
FBgn0262442	3L	8104207	8104277	+
FBgn0262716	3L	8106507	8109002	-
FBgn0026252	3L	8109279	8114679	+
FBgn0035838	3L	8114927	8116715	+
FBgn0035839	3L	8116712	8117631	-
FBgn0042112	3L	8117684	8118232	-
FBgn0029113	3L	8118427	8120918	-
FBgn0010350	3L	8120862	8124775	+
FBgn0035842	3L	8124529	8130598	-
FBgn0002899	3L	8130908	8135114	+
FBgn0035844	3L	8134968	8144913	-
FBgn0259916	3L	8147781	8152000	-
FBgn0264478	3L	8152461	8152874	-
FBgn0035845	3L	8153415	8158618	-
FBgn0040290	3L	8163740	8169078	-
FBgn0020392	3L	8169235	8171529	-
FBgn0035847	3L	8171775	8173614	-
FBgn0035848	3L	8174023	8176469	+
FBgn0035849	3L	8176461	8179771	-
FBgn0035850	3L	8179957	8184218	+
FBgn0035851	3L	8184370	8189673	+
FBgn0035852	3L	8184622	8186216	-
FBgn0035853	3L	8188947	8191087	-
FBgn0035854	3L	8191307	8192591	+
FBgn0035855	3L	8194178	8195517	-
FBgn0035856	3L	8195892	8196445	+
FBgn0052364	3L	8202677	8203843	-
FBgn0035857	3L	8204990	8206722	+
FBgn0040832	3L	8208380	8209298	+
FBgn0035858	3L	8211332	8212083	-
FBgn0035859	3L	8215241	8216053	+
FBgn0265089	3L	8222324	8223668	+
FBgn0264604	3L	8224061	8224797	+
FBgn0035861	3L	8224914	8233701	-
FBgn0263219	3L	8231747	8275498	+
FBgn0027569	3L	8275628	8282970	-
FBgn0035865	3L	8283386	8288427	-
FBgn0015793	3L	8290118	8291606	+
FBgn0035866	3L	8291601	8292939	-
FBgn0035867	3L	8293164	8295441	+
FBgn0035868	3L	8295464	8297159	-
FBgn0087039	3L	8297257	8298425	+
FBgn0035870	3L	8298436	8300080	-
FBgn0035871	3L	8300245	8302041	-
FBgn0266958	3L	8302451	8303612	-
FBgn0035872	3L	8303593	8308602	-
FBgn0262361	3L	8311642	8312066	-
FBgn0035873	3L	8313863	8315380	+
FBgn0250833	3L	8318959	8321407	+
FBgn0085491	3L	8321683	8323337	+
FBgn0035875	3L	8329772	8331695	+
FBgn0035876	3L	8332151	8333376	+
FBgn0011762	3L	8333414	8337504	+
FBgn0035877	3L	8333885	8335976	+
FBgn0035878	3L	8337521	8339482	-
FBgn0035879	3L	8339661	8345379	+
FBgn0035880	3L	8345455	8349396	-
FBgn0263553	3L	8347284	8347341	-
FBgn0001248	3L	8349504	8354006	-
FBgn0001253	3L	8365505	8384271	+
FBgn0035886	3L	8384640	8385477	+
FBgn0035887	3L	8385920	8386749	-
FBgn0035888	3L	8389100	8395395	+
FBgn0035889	3L	8395268	8398377	-
FBgn0053057	3L	8395268	8398377	-
FBgn0035890	3L	8398554	8400454	+
FBgn0265102	3L	8400368	8405925	-
FBgn0266667	3L	8404951	8409010	+
FBgn0010431	3L	8406112	8407203	+
FBgn0052354	3L	8408957	8415305	-
FBgn0020224	3L	8418054	8425346	+
FBgn0263352	3L	8425422	8435481	-
FBgn0035896	3L	8436142	8442477	-
FBgn0010825	3L	8443022	8465769	+
FBgn0262719	3L	8465907	8500246	-
FBgn0035900	3L	8500569	8502863	-
FBgn0035901	3L	8503103	8506107	+
FBgn0035903	3L	8505867	8511838	+
FBgn0035902	3L	8506974	8508021	-
FBgn0035904	3L	8511985	8513395	+
FBgn0086348	3L	8513652	8514589	+
FBgn0035906	3L	8514529	8516601	-
FBgn0035907	3L	8516842	8517966	-
FBgn0024236	3L	8518344	8527603	+
FBgn0035909	3L	8528077	8531113	+
FBgn0260442	3L	8538101	8567509	+
FBgn0264511	3L	8562435	8562964	+
FBgn0262387	3L	8564899	8564998	+
FBgn0035911	3L	8567507	8569178	-
FBgn0262508	3L	8569908	8592717	+
FBgn0017430	3L	8592542	8593979	-
FBgn0017579	3L	8594106	8595492	+
FBgn0060292	3L	8594573	8594652	+
FBgn0060291	3L	8595048	8595131	+
FBgn0017429	3L	8595511	8597249	-
FBgn0035914	3L	8597757	8610174	+
FBgn0035915	3L	8610335	8612574	+
FBgn0052351	3L	8612988	8615191	+
FBgn0035916	3L	8615139	8617001	-
FBgn0035917	3L	8617471	8631913	+
FBgn0035918	3L	8624609	8627169	-
FBgn0052029	3L	8633539	8636684	+
FBgn0035921	3L	8638016	8639922	-
FBgn0035922	3L	8640245	8644111	+
FBgn0000121	3L	8640361	8642036	-
FBgn0001168	3L	8668859	8672353	+
FBgn0265719	3L	8685803	8686291	+
FBgn0011509	3L	8712049	8713325	-
FBgn0052022	3L	8713380	8714372	-
FBgn0035923	3L	8714424	8719208	+
FBgn0264696	3L	8718620	8718874	-
FBgn0000357	3L	8719891	8720713	+
FBgn0000355	3L	8721581	8722166	+
FBgn0000358	3L	8722965	8723704	+
FBgn0000356	3L	8725044	8725699	+
FBgn0003149	3L	8725958	8738410	-
FBgn0040828	3L	8742239	8742826	-
FBgn0265720	3L	8744334	8744769	-
FBgn0266084	3L	8746719	8791819	+
FBgn0035924	3L	8749089	8750267	+
FBgn0035926	3L	8781244	8781645	-
FBgn0035928	3L	8791830	8793632	-
FBgn0035929	3L	8794640	8795264	-
FBgn0085455	3L	8795563	8796699	+
FBgn0052023	3L	8796702	8797282	-
FBgn0085456	3L	8797864	8798912	+
FBgn0035931	3L	8798911	8800313	-
FBgn0052024	3L	8800701	8801507	+
FBgn0035932	3L	8801644	8802407	+
FBgn0035933	3L	8803495	8804365	+
FBgn0263930	3L	8820605	8884292	+
FBgn0052026	3L	8829562	8831943	+
FBgn0262788	3L	8881245	8881733	-
FBgn0020633	3L	8884696	8887410	+
FBgn0035934	3L	8887504	8897890	-
FBgn0052034	3L	8896449	8896522	+
FBgn0266757	3L	8899018	8905771	-
FBgn0035936	3L	8905599	8925165	+
FBgn0264701	3L	8908333	8908768	+
FBgn0264305	3L	8925335	8947372	-
FBgn0264307	3L	8930200	8947563	-
FBgn0040321	3L	8948121	8949651	+
FBgn0011787	3L	8949891	8950684	+
FBgn0035941	3L	8951957	8954021	+
FBgn0035942	3L	8954374	8957869	-
FBgn0035943	3L	8958012	8959474	-
FBgn0035944	3L	8959929	8961271	+
FBgn0035945	3L	8961628	8964852	+
FBgn0086706	3L	8965156	8967865	-
FBgn0035947	3L	8968146	8970501	+
FBgn0035948	3L	8970495	8972980	-
FBgn0035949	3L	8974895	8976312	+
FBgn0263199	3L	8975312	8979191	-
FBgn0035951	3L	8979810	8982235	+
FBgn0035952	3L	8982169	8983328	-
FBgn0016070	3L	8983417	8991089	-
FBgn0035953	3L	8991284	8995666	+
FBgn0035954	3L	8998296	9000349	+
FBgn0035955	3L	9001724	9002938	-
FBgn0035956	3L	9005786	9012346	-
FBgn0028789	3L	9034475	9038142	+
FBgn0035957	3L	9040539	9041824	+
FBgn0000116	3L	9041881	9059127	-
FBgn0035959	3L	9060295	9065831	-
FBgn0035960	3L	9066205	9067567	+
FBgn0023479	3L	9067743	9085231	+
FBgn0043806	3L	9086153	9087956	+
FBgn0040827	3L	9089977	9090594	+
FBgn0011206	3L	9090729	9127505	-
FBgn0035964	3L	9127660	9129016	+
FBgn0035965	3L	9128809	9130281	-
FBgn0263456	3L	9130960	9138793	+
FBgn0263556	3L	9137693	9137797	+
FBgn0004244	3L	9138938	9175249	-
FBgn0035968	3L	9196165	9201953	-
FBgn0035969	3L	9204980	9208356	+
FBgn0266957	3L	9215124	9215533	+
FBgn0035970	3L	9228250	9229748	-
FBgn0035971	3L	9243325	9244438	+
FBgn0264000	3L	9245078	9281622	+
FBgn0035975	3L	9327432	9331436	+
FBgn0035976	3L	9331910	9341436	+
FBgn0035977	3L	9342709	9344589	+
FBgn0035978	3L	9343967	9352035	-
FBgn0052040	3L	9347133	9348557	+
FBgn0052039	3L	9352099	9353096	+
FBgn0085484	3L	9353416	9355142	+
FBgn0085485	3L	9355208	9355834	+
FBgn0004379	3L	9355736	9360146	-
FBgn0035980	3L	9357450	9358340	+
FBgn0035981	3L	9360477	9363400	+
FBgn0011769	3L	9363295	9364338	-
FBgn0001229	3L	9364611	9365597	-
FBgn0001228	3L	9365822	9368064	+
FBgn0001223	3L	9366031	9368064	+
FBgn0035982	3L	9368530	9369393	+
FBgn0001225	3L	9369518	9370527	-
FBgn0001227	3L	9370902	9372634	-
FBgn0263492	3L	9371260	9374219	+
FBgn0001224	3L	9374982	9375865	+
FBgn0001226	3L	9377163	9378794	+
FBgn0263494	3L	9378746	9379212	-
FBgn0263493	3L	9379212	9379563	+
FBgn0035983	3L	9379927	9392327	-
FBgn0015218	3L	9392718	9395560	-
FBgn0035985	3L	9397897	9399274	+
FBgn0035986	3L	9399279	9403932	-
FBgn0035987	3L	9404138	9406737	+
FBgn0035989	3L	9406696	9419858	-
FBgn0035988	3L	9408855	9410488	-
FBgn0023129	3L	9416353	9417881	+
FBgn0015296	3L	9420110	9421771	+
FBgn0005533	3L	9421895	9422921	-
FBgn0082953	3L	9422474	9422618	-
FBgn0040305	3L	9423412	9432590	+
FBgn0260431	3L	9426786	9428499	-
FBgn0260859	3L	9431582	9435367	-
FBgn0035993	3L	9433156	9435367	-
FBgn0053926	3L	9436332	9439488	+
FBgn0035995	3L	9439964	9443885	+
FBgn0035996	3L	9443645	9444672	-
FBgn0266124	3L	9444976	9445890	+
FBgn0035997	3L	9445903	9449381	-
FBgn0035999	3L	9449418	9452470	+
FBgn0035998	3L	9449442	9450769	-
FBgn0036000	3L	9452469	9453899	-
FBgn0266101	3L	9454150	9468575	+
FBgn0011327	3L	9468593	9470065	-
FBgn0036004	3L	9470138	9479630	+
FBgn0036005	3L	9479548	9480890	-
FBgn0052036	3L	9481150	9482333	-
FBgn0052037	3L	9482602	9485315	-
FBgn0036007	3L	9487655	9498428	-
FBgn0036008	3L	9499918	9502683	-
FBgn0010408	3L	9502893	9504631	-
FBgn0086075	3L	9503820	9503907	-
FBgn0053703	3L	9505108	9505760	-
FBgn0053702	3L	9505897	9506509	-
FBgn0053701	3L	9506745	9507059	-
FBgn0053700	3L	9507219	9518644	-
FBgn0036009	3L	9522167	9524486	+
FBgn0036010	3L	9535345	9537099	-
FBgn0261555	3L	9540320	9589813	+
FBgn0036013	3L	9590954	9591295	+
FBgn0036014	3L	9592088	9593441	+
FBgn0036015	3L	9593590	9594425	-
FBgn0036016	3L	9594623	9595648	+
FBgn0036017	3L	9596701	9607009	+
FBgn0267348	3L	9608014	9617080	+
FBgn0036018	3L	9617337	9620421	+
FBgn0036019	3L	9620416	9622293	-
FBgn0036020	3L	9621776	9624895	+
FBgn0016081	3L	9624934	9672203	-
FBgn0036022	3L	9631212	9632121	+
FBgn0036023	3L	9632371	9633240	+
FBgn0036024	3L	9634113	9635013	+
FBgn0053696	3L	9637209	9652533	+
FBgn0036028	3L	9672301	9674160	+
FBgn0087040	3L	9674368	9676470	+
FBgn0036030	3L	9676679	9689800	-
FBgn0036029	3L	9678271	9679350	+
FBgn0266596	3L	9688143	9688750	+
FBgn0015321	3L	9691436	9693581	+
FBgn0036031	3L	9693617	9696695	-
FBgn0036032	3L	9697431	9703429	+
FBgn0040475	3L	9703522	9706927	-
FBgn0045823	3L	9707424	9710816	+
FBgn0065081	3L	9709903	9709975	+
FBgn0036035	3L	9710886	9712244	-
FBgn0036036	3L	9712428	9713564	+
FBgn0261530	3L	9713514	9716294	-
FBgn0036038	3L	9716523	9719806	+
FBgn0036039	3L	9719995	9722750	+
FBgn0019644	3L	9723099	9724324	+
FBgn0036040	3L	9724338	9726907	-
FBgn0263541	3L	9726759	9726880	-
FBgn0259163	3L	9727112	9753495	-
FBgn0265448	3L	9734503	9737503	+
FBgn0266956	3L	9754000	9754454	+
FBgn0036043	3L	9756644	9779566	+
FBgn0036044	3L	9781033	9790787	-
FBgn0044051	3L	9791534	9791998	+
FBgn0044328	3L	9792162	9801813	+
FBgn0036046	3L	9792798	9793540	+
FBgn0044050	3L	9794398	9795220	-
FBgn0044049	3L	9796499	9797363	-
FBgn0264489	3L	9806947	9827445	+
FBgn0044048	3L	9816449	9816997	-
FBgn0028429	3L	9827467	9829905	-
FBgn0015618	3L	9830180	9831770	-
FBgn0004390	3L	9832193	9848385	-
FBgn0036052	3L	9850483	9852989	-
FBgn0036053	3L	9853317	9857449	-
FBgn0027567	3L	9857739	9863774	+
FBgn0266955	3L	9868831	9869506	+
FBgn0085411	3L	9872085	9877593	+
FBgn0011836	3L	9877511	9881783	-
FBgn0025866	3L	9881862	9886419	+
FBgn0036056	3L	9886288	9887843	-
FBgn0036057	3L	9886288	9887843	-
FBgn0036058	3L	9887907	9891675	-
FBgn0036059	3L	9891803	9896131	+
FBgn0085385	3L	9901220	9960398	+
FBgn0036062	3L	9959703	9961417	-
FBgn0026404	3L	9961579	9964102	+
FBgn0036063	3L	9964251	9965154	-
FBgn0259932	3L	9965412	9967123	+
FBgn0263251	3L	9965412	9967123	+
FBgn0040823	3L	9967751	10132460	+
FBgn0266648	3L	10022508	10023238	-
FBgn0036066	3L	10079847	10082500	-
FBgn0052053	3L	10083270	10085446	-
FBgn0052054	3L	10085868	10087838	-
FBgn0262007	3L	10088854	10091215	-
FBgn0262008	3L	10092457	10093981	-
FBgn0052057	3L	10140554	10179208	-
FBgn0086076	3L	10144712	10144826	-
FBgn0036070	3L	10144927	10146084	+
FBgn0036072	3L	10158909	10160123	-
FBgn0000451	3L	10183376	10194937	-
FBgn0265731	3L	10198720	10199501	+
FBgn0036075	3L	10208765	10210080	+
FBgn0052055	3L	10211604	10213264	-
FBgn0052056	3L	10213583	10218340	-
FBgn0265735	3L	10229709	10230036	+
FBgn0266952	3L	10233193	10233611	+
FBgn0265734	3L	10235899	10236342	-
FBgn0036078	3L	10236420	10237806	-
FBgn0265732	3L	10239890	10240871	+
FBgn0265733	3L	10240905	10241688	-
FBgn0011569	3L	10257009	10260211	-
FBgn0266777	3L	10262582	10263453	+
FBgn0036080	3L	10266304	10267724	+
FBgn0262381	3L	10312885	10312983	+
FBgn0266779	3L	10319756	10320579	+
FBgn0265415	3L	10341280	10360556	+
FBgn0266076	3L	10358328	10358425	+
FBgn0266780	3L	10379550	10380897	+
FBgn0265736	3L	10403972	10404340	-
FBgn0264722	3L	10405007	10405477	-
FBgn0036082	3L	10405918	10407874	+
FBgn0036083	3L	10422789	10425083	-
FBgn0052058	3L	10425484	10427205	-
FBgn0011802	3L	10452181	10456201	-
FBgn0052061	3L	10456916	10457735	+
FBgn0045770	3L	10458287	10462074	+
FBgn0052062	3L	10474512	10587112	+
FBgn0052064	3L	10483961	10486034	+
FBgn0036085	3L	10550123	10552182	-
FBgn0260396	3L	10616166	10616676	-
FBgn0262592	3L	10617828	10618699	-
FBgn0085267	3L	10619599	10620539	+
FBgn0036089	3L	10620780	10621584	-
FBgn0260644	3L	10622183	10623169	-
FBgn0260643	3L	10623134	10624035	-
FBgn0054001	3L	10624179	10627712	+
FBgn0001179	3L	10624179	10627069	+
FBgn0000629	3L	10627675	10631230	-
FBgn0036090	3L	10631246	10632778	+
FBgn0036091	3L	10632840	10633236	+
FBgn0052066	3L	10633386	10654113	-
FBgn0036093	3L	10634989	10636109	+
FBgn0036094	3L	10636628	10637715	+
FBgn0036096	3L	10654575	10656257	+
FBgn0052068	3L	10656476	10657535	+
FBgn0010762	3L	10657839	10683834	+
FBgn0036099	3L	10684124	10685698	+
FBgn0053493	3L	10685630	10686267	-
FBgn0047038	3L	10686284	10687208	-
FBgn0036101	3L	10687460	10689977	-
FBgn0262890	3L	10765025	10766499	+
FBgn0265737	3L	10777690	10778460	+
FBgn0265738	3L	10782434	10782976	+
FBgn0265739	3L	10788089	10788275	+
FBgn0036102	3L	10794290	10795450	+
FBgn0265447	3L	10797097	10799034	-
FBgn0262020	3L	10807919	10809184	+
FBgn0266782	3L	10809681	10810282	+
FBgn0266781	3L	10818244	10818701	+
FBgn0266679	3L	10843170	10843790	-
FBgn0026160	3L	10850989	10869596	+
FBgn0036104	3L	10869415	10872137	-
FBgn0036105	3L	10872185	10873288	+
FBgn0036106	3L	10873799	10875486	-
FBgn0036107	3L	10875990	10876673	+
FBgn0027615	3L	10877361	10879571	-
FBgn0036108	3L	10883090	10883800	+
FBgn0036109	3L	10884814	10885616	+
FBgn0266681	3L	10886746	10887843	-
FBgn0036110	3L	10887273	10887793	+
FBgn0036111	3L	10887876	10892223	-
FBgn0054050	3L	10937556	10938200	+
FBgn0266783	3L	10952331	10953105	+
FBgn0266784	3L	10954600	10955241	+
FBgn0036112	3L	10965748	10966576	+
FBgn0267309	3L	10971111	10971402	-
FBgn0013469	3L	10974271	11002288	-
FBgn0086077	3L	10994509	10994589	-
FBgn0029172	3L	11016635	11017946	+
FBgn0052079	3L	11018661	11020432	+
FBgn0052081	3L	11020679	11022544	+
FBgn0265740	3L	11027902	11029005	+
FBgn0263776	3L	11029458	11044471	-
FBgn0266594	3L	11043508	11044008	+
FBgn0036116	3L	11047135	11052759	+
FBgn0036117	3L	11052537	11054324	-
FBgn0036118	3L	11054671	11055315	+
FBgn0052069	3L	11055231	11055714	-
FBgn0052075	3L	11055826	11058041	-
FBgn0025355	3L	11058091	11062125	+
FBgn0266540	3L	11058091	11062125	+
FBgn0036121	3L	11062143	11062964	-
FBgn0263241	3L	11063626	11066448	+
FBgn0010741	3L	11066392	11067488	-
FBgn0036124	3L	11067869	11071836	+
FBgn0020412	3L	11071852	11086293	-
FBgn0036125	3L	11086471	11089345	-
FBgn0083068	3L	11089596	11091656	+
FBgn0036126	3L	11090546	11091286	-
FBgn0261112	3L	11091512	11093678	+
FBgn0036128	3L	11093775	11094798	-
FBgn0052072	3L	11094975	11096130	-
FBgn0052071	3L	11096521	11096973	-
FBgn0052073	3L	11100108	11100682	-
FBgn0036131	3L	11101335	11101832	+
FBgn0054012	3L	11101920	11102605	-
FBgn0036133	3L	11102790	11105217	+
FBgn0003462	3L	11105381	11106840	-
FBgn0036134	3L	11107269	11113883	-
FBgn0036135	3L	11113947	11115141	+
FBgn0036136	3L	11115066	11116316	-
FBgn0260795	3L	11116448	11127763	+
FBgn0014368	3L	11123935	11124502	+
FBgn0052074	3L	11124983	11125422	-
FBgn0036138	3L	11128087	11128580	+
FBgn0052082	3L	11129149	11157084	+
FBgn0036139	3L	11142678	11143885	-
FBgn0264721	3L	11156949	11157901	-
FBgn0052076	3L	11158071	11159720	+
FBgn0036141	3L	11159720	11162725	-
FBgn0036142	3L	11162917	11165511	+
FBgn0036143	3L	11166614	11169992	+
FBgn0036144	3L	11170054	11190636	-
FBgn0036147	3L	11191266	11199116	-
FBgn0036145	3L	11192720	11193687	+
FBgn0036146	3L	11194451	11195258	+
FBgn0061469	3L	11199522	11203683	-
FBgn0064766	3L	11203886	11207197	+
FBgn0261553	3L	11207605	11223845	+
FBgn0266954	3L	11224407	11224688	-
FBgn0036150	3L	11226072	11229318	-
FBgn0265929	3L	11229600	11230720	-
FBgn0265930	3L	11230402	11230720	+
FBgn0265925	3L	11239985	11240332	-
FBgn0265924	3L	11240053	11240323	+
FBgn0265926	3L	11240504	11241197	-
FBgn0265928	3L	11241229	11244101	+
FBgn0265927	3L	11243550	11243968	-
FBgn0041094	3L	11245407	11249272	+
FBgn0265931	3L	11267060	11267662	-
FBgn0266953	3L	11277831	11278280	+
FBgn0036152	3L	11281036	11289019	-
FBgn0036153	3L	11304847	11306497	+
FBgn0265468	3L	11308399	11309497	+
FBgn0036154	3L	11312742	11314819	-
FBgn0265932	3L	11316456	11316950	-
FBgn0265933	3L	11316621	11316943	+
FBgn0265934	3L	11317426	11318100	-
FBgn0266785	3L	11335182	11335524	+
FBgn0266786	3L	11342495	11342843	-
FBgn0036155	3L	11355086	11357985	-
FBgn0266396	3L	11357783	11358997	+
FBgn0261813	3L	11375908	11377358	-
FBgn0036156	3L	11387790	11388773	+
FBgn0265469	3L	11390642	11390965	+
FBgn0265470	3L	11398635	11399194	+
FBgn0036157	3L	11418258	11419495	+
FBgn0036158	3L	11427795	11428576	-
FBgn0265741	3L	11428750	11429306	+
FBgn0265742	3L	11437572	11438204	-
FBgn0036159	3L	11438261	11439679	+
FBgn0036160	3L	11450176	11451570	-
FBgn0036161	3L	11451590	11452725	+
FBgn0036162	3L	11456670	11458964	-
FBgn0028667	3L	11466391	11467072	+
FBgn0028668	3L	11468058	11468652	+
FBgn0036165	3L	11480650	11492155	+
FBgn0053500	3L	11501737	11502003	+
FBgn0003378	3L	11502067	11502494	-
FBgn0003377	3L	11502961	11503347	+
FBgn0053272	3L	11503423	11503689	-
FBgn0003373	3L	11505321	11506502	+
FBgn0036168	3L	11506805	11512004	+
FBgn0036169	3L	11511898	11513924	-
FBgn0036170	3L	11514113	11515813	-
FBgn0259481	3L	11515857	11555333	-
FBgn0263569	3L	11545639	11545793	-
FBgn0036173	3L	11555096	11557412	+
FBgn0053267	3L	11557583	11565896	+
FBgn0053490	3L	11565897	11567763	-
FBgn0053489	3L	11567864	11570144	-
FBgn0053271	3L	11570106	11570595	-
FBgn0053270	3L	11571336	11571723	-
FBgn0263247	3L	11572843	11573050	-
FBgn0263248	3L	11573929	11574119	-
FBgn0053269	3L	11574515	11575297	-
FBgn0052086	3L	11575501	11577164	-
FBgn0003292	3L	11577222	11580870	-
FBgn0036176	3L	11582795	11583079	+
FBgn0036177	3L	11583972	11584331	-
FBgn0267232	3L	11585547	11585890	-
FBgn0266991	3L	11585551	11585883	-
FBgn0266992	3L	11586547	11586812	-
FBgn0267231	3L	11586547	11586809	-
FBgn0036179	3L	11590302	11598474	+
FBgn0036178	3L	11592736	11593047	-
FBgn0036180	3L	11598536	11602565	-
FBgn0262021	3L	11603235	11603486	+
FBgn0036181	3L	11603678	11613201	-
FBgn0086254	3L	11613635	11617481	-
FBgn0036183	3L	11617628	11619225	-
FBgn0036184	3L	11619541	11620815	+
FBgn0042138	3L	11621137	11623849	+
FBgn0263632	3L	11622605	11622680	+
FBgn0052091	3L	11624492	11636002	+
FBgn0266651	3L	11625805	11626403	-
FBgn0036186	3L	11636006	11639133	-
FBgn0036187	3L	11639334	11641574	-
FBgn0036188	3L	11641856	11643599	+
FBgn0052085	3L	11643617	11673444	-
FBgn0262437	3L	11650018	11650117	+
FBgn0015828	3L	11675138	11676905	+
FBgn0036191	3L	11677080	11683255	+
FBgn0036192	3L	11682731	11684499	-
FBgn0036193	3L	11684671	11685857	+
FBgn0264479	3L	11686235	11686761	+
FBgn0036194	3L	11686979	11690063	-
FBgn0036195	3L	11690226	11692363	-
FBgn0036196	3L	11692596	11701653	-
FBgn0261353	3L	11702079	11703670	+
FBgn0261381	3L	11702079	11703670	+
FBgn0036198	3L	11703607	11704486	-
FBgn0040817	3L	11705329	11708385	-
FBgn0036199	3L	11714034	11721218	+
FBgn0052088	3L	11721445	11725148	+
FBgn0052087	3L	11725244	11726710	+
FBgn0036202	3L	11726689	11759282	-
FBgn0041231	3L	11744405	11745574	+
FBgn0036203	3L	11760399	11765257	-
FBgn0262396	3L	11766112	11766201	+
FBgn0262291	3L	11766831	11766978	-
FBgn0036204	3L	11767160	11767601	-
FBgn0015278	3L	11767750	11783113	-
FBgn0036205	3L	11770173	11773585	+
FBgn0036206	3L	11783312	11786383	-
FBgn0036207	3L	11786614	11788518	+
FBgn0004381	3L	11788714	11791975	+
FBgn0036208	3L	11792048	11793961	-
FBgn0052093	3L	11794571	11794642	-
FBgn0259140	3L	11795051	11807855	-
FBgn0036210	3L	11808544	11809810	+
FBgn0036211	3L	11809795	11815375	-
FBgn0036212	3L	11813438	11815375	-
FBgn0036213	3L	11815951	11817311	+
FBgn0083015	3L	11816084	11816224	+
FBgn0052095	3L	11817307	11818832	-
FBgn0000404	3L	11819819	11826678	-
FBgn0036214	3L	11822130	11823944	+
FBgn0262366	3L	11827821	11829821	-
FBgn0040816	3L	11840483	11840903	-
FBgn0266100	3L	11843745	11931972	-
FBgn0036217	3L	11863557	11864405	-
FBgn0036218	3L	11872215	11874282	+
FBgn0036219	3L	11874484	11876646	+
FBgn0036220	3L	11880359	11882081	-
FBgn0263615	3L	11891705	11893531	+
FBgn0036221	3L	11914613	11915699	+
FBgn0036222	3L	11915710	11917857	-
FBgn0011723	3L	11920793	11929019	+
FBgn0036224	3L	11935012	11936585	+
FBgn0036225	3L	11936740	11937952	-
FBgn0262401	3L	11939193	11939291	-
FBgn0036226	3L	11940775	11942348	+
FBgn0036227	3L	11942939	11945325	+
FBgn0036228	3L	11945401	11946417	-
FBgn0036229	3L	11947183	11949880	+
FBgn0036230	3L	11949808	11950865	-
FBgn0262986	3L	11951391	11952009	+
FBgn0028573	3L	11951972	11959231	-
FBgn0053265	3L	11960443	11966079	-
FBgn0259748	3L	11966185	11966890	-
FBgn0036232	3L	11968005	11968910	+
FBgn0264488	3L	11969211	11976864	+
FBgn0036235	3L	11978006	11983605	+
FBgn0036236	3L	11983836	11985100	+
FBgn0036237	3L	11984953	11986279	-
FBgn0026432	3L	11986374	11991238	-
FBgn0036239	3L	11991498	11996015	-
FBgn0036240	3L	11996255	12001151	+
FBgn0041096	3L	12001325	12057959	-
FBgn0264726	3L	12020901	12021253	+
FBgn0264725	3L	12025657	12026099	+
FBgn0036242	3L	12035487	12037317	+
FBgn0263647	3L	12037679	12038456	+
FBgn0250876	3L	12060611	12074930	-
FBgn0036246	3L	12081726	12082325	+
FBgn0011335	3L	12109201	12111155	+
FBgn0036248	3L	12111357	12112889	+
FBgn0036249	3L	12113119	12114285	+
FBgn0022959	3L	12114374	12118250	-
FBgn0036250	3L	12118587	12120494	-
FBgn0250825	3L	12121079	12121561	+
FBgn0002565	3L	12122493	12124969	+
FBgn0046296	3L	12125246	12126934	+
FBgn0036254	3L	12126871	12129806	-
FBgn0036255	3L	12130067	12130659	+
FBgn0011455	3L	12130596	12131684	-
FBgn0036257	3L	12131968	12136480	+
FBgn0036258	3L	12136546	12139197	-
FBgn0013997	3L	12139619	12150090	+
FBgn0052099	3L	12142373	12143429	+
FBgn0036259	3L	12150152	12156835	-
FBgn0036260	3L	12157305	12168582	-
FBgn0027843	3L	12170701	12176447	+
FBgn0036262	3L	12178084	12180960	+
FBgn0000592	3L	12181918	12183805	+
FBgn0000594	3L	12183833	12185628	+
FBgn0036263	3L	12185132	12186788	-
FBgn0267310	3L	12188887	12189149	-
FBgn0036264	3L	12190891	12192130	+
FBgn0022709	3L	12193422	12197182	-
FBgn0036266	3L	12197223	12199122	-
FBgn0260941	3L	12199338	12259941	-
FBgn0264723	3L	12238610	12239148	-
FBgn0052100	3L	12260628	12262903	+
FBgn0036271	3L	12262552	12264445	-
FBgn0036272	3L	12264756	12270351	-
FBgn0036273	3L	12270755	12274576	+
FBgn0267218	3L	12282404	12283261	-
FBgn0036274	3L	12284056	12289223	-
FBgn0265743	3L	12294080	12295042	+
FBgn0265744	3L	12295262	12295651	-
